city,size_sqm,rooms,age_years,floor,has_balcony,has_parking,has_elevator,distance_cbd_km,district_score,price_per_sqm,total_price_eur,monthly_rent_eur,city_encoded
Cologne,82.4,3,52,1,1,0,0,4.08,9.41,5147.34,423900.0,1514.0,1
Munich,69.1,2,17,4,1,0,1,4.94,7.43,10129.5,700400.0,2501.0,6
Munich,55.4,2,42,3,1,1,0,19.0,1.33,7538.6,417700.0,1492.0,6
Düsseldorf,57.7,2,34,6,1,0,1,17.95,4.4,5041.03,291100.0,1039.0,2
Berlin,52.1,2,62,4,1,1,1,27.07,8.29,4534.78,236200.0,844.0,0
Berlin,54.2,2,77,7,1,0,1,17.31,9.63,3356.56,181900.0,650.0,0
Munich,73.3,2,3,3,1,0,0,0.5,4.33,10980.07,805100.0,2875.0,6
Berlin,57.1,2,40,11,0,1,1,8.21,8.57,7072.53,403900.0,1442.0,0
Berlin,92.1,3,44,5,1,1,1,0.57,8.77,7080.03,651700.0,2328.0,0
Hamburg,112.2,4,49,3,0,0,0,2.55,2.11,4836.7,542600.0,1938.0,4
Frankfurt,60.5,2,78,1,0,1,0,6.91,8.61,7144.19,432200.0,1544.0,3
Düsseldorf,81.0,3,27,0,0,0,0,9.65,3.92,5384.8,436100.0,1557.0,2
Stuttgart,87.5,3,41,0,0,0,0,8.51,6.34,5553.05,485800.0,1735.0,7
Munich,86.8,3,79,7,1,0,1,0.5,5.85,10034.18,871000.0,3111.0,6
Munich,76.9,3,75,3,1,1,0,0.87,6.97,9346.63,718700.0,2567.0,6
Munich,93.6,3,68,4,1,0,1,1.1,7.66,10326.06,966200.0,3451.0,6
Hamburg,87.1,3,0,10,1,0,1,0.77,4.97,8920.03,776500.0,2773.0,4
Munich,44.1,1,38,7,0,0,1,1.57,8.99,10591.68,466700.0,1667.0,6
Hamburg,96.7,3,16,11,1,0,1,9.33,8.29,7960.45,770000.0,2750.0,4
Frankfurt,97.2,3,34,6,1,1,1,14.22,8.07,7526.6,731500.0,2612.0,3
Hamburg,55.9,2,45,7,1,1,1,4.2,5.12,7360.79,411600.0,1470.0,4
Frankfurt,75.9,3,41,7,1,1,1,9.44,1.34,6435.46,488800.0,1746.0,3
Munich,92.1,3,38,5,0,0,1,1.79,5.43,9786.25,901100.0,3218.0,6
Leipzig,69.8,2,48,9,0,0,1,28.98,9.09,2620.83,182800.0,653.0,5
Cologne,101.8,3,61,1,1,1,0,3.45,2.71,4075.21,415000.0,1482.0,1
Berlin,134.1,4,37,5,1,1,1,14.96,9.84,6220.83,834200.0,2979.0,0
Düsseldorf,55.4,2,22,0,1,0,0,23.26,8.27,5652.4,312900.0,1117.0,2
Frankfurt,40.5,1,21,0,1,1,0,16.0,7.39,6576.07,266200.0,951.0,3
Düsseldorf,82.6,3,3,10,0,1,1,0.56,7.09,8120.63,670700.0,2395.0,2
Stuttgart,93.0,3,48,2,1,1,0,8.41,6.28,5852.61,544500.0,1945.0,7
Frankfurt,69.2,2,58,2,0,0,0,1.02,7.49,7871.4,544900.0,1946.0,3
Berlin,111.3,4,72,10,0,0,1,0.5,4.8,5016.11,558500.0,1994.0,0
Munich,41.5,1,67,4,1,0,1,0.5,8.61,11419.24,474300.0,1694.0,6
Hamburg,92.3,3,70,0,1,0,0,19.83,7.27,6075.07,560900.0,2003.0,4
Hamburg,59.9,2,1,9,0,0,1,19.13,7.94,7511.58,449600.0,1606.0,4
Munich,118.0,4,48,5,0,0,1,2.05,8.13,11779.64,1389800.0,4964.0,6
Berlin,124.8,4,30,6,1,1,1,6.34,1.83,4617.59,576300.0,2058.0,0
Stuttgart,55.8,2,39,9,0,0,1,24.81,1.5,5144.29,287200.0,1026.0,7
Leipzig,61.3,2,47,11,0,0,1,5.49,8.21,3993.34,244600.0,874.0,5
Hamburg,96.5,3,50,10,1,1,1,4.0,3.33,7304.07,704800.0,2517.0,4
Berlin,65.3,2,42,2,0,1,0,5.28,6.24,5199.53,339600.0,1213.0,0
Munich,73.9,2,54,3,1,1,0,12.49,4.99,8491.31,627200.0,2240.0,6
Berlin,75.6,3,48,9,1,0,1,5.19,1.2,5236.29,396000.0,1414.0,0
Düsseldorf,27.0,1,79,10,0,1,1,12.23,1.36,3784.18,102200.0,365.0,2
Berlin,74.7,2,56,9,0,0,1,4.52,8.44,5421.68,404800.0,1446.0,0
Hamburg,57.8,2,76,11,1,0,1,2.32,6.47,6828.57,394400.0,1409.0,4
Munich,62.7,2,14,9,1,1,1,3.16,5.71,12215.03,765500.0,2734.0,6
Hamburg,111.1,4,26,9,0,0,1,0.65,9.5,8491.79,943400.0,3369.0,4
Hamburg,43.6,1,67,9,0,0,1,5.5,2.56,4529.93,197400.0,705.0,4
Stuttgart,95.3,3,79,2,0,0,0,1.28,3.32,4517.9,430700.0,1538.0,7
Munich,68.0,2,63,0,0,0,0,13.35,7.81,7814.53,531600.0,1899.0,6
Berlin,68.0,2,29,7,0,0,1,4.37,7.98,6500.09,442000.0,1579.0,0
Berlin,94.8,3,35,9,1,1,1,11.59,4.64,4979.36,471800.0,1685.0,0
Düsseldorf,83.5,3,66,9,1,0,1,24.71,9.56,4778.01,399000.0,1425.0,2
Düsseldorf,89.3,3,48,1,1,1,0,15.15,9.44,7132.24,636700.0,2274.0,2
Hamburg,99.2,3,75,0,0,0,0,24.2,1.11,3795.89,376600.0,1345.0,4
Hamburg,66.7,2,54,7,0,0,1,6.71,2.55,5385.34,359300.0,1283.0,4
Cologne,59.7,2,55,6,1,0,1,1.45,8.38,6978.13,416600.0,1488.0,1
Berlin,47.9,2,67,6,1,0,1,21.92,4.02,3065.09,146700.0,524.0,0
Düsseldorf,54.4,2,43,3,1,1,0,16.23,1.86,5333.76,290000.0,1036.0,2
Frankfurt,148.7,5,30,10,1,0,1,15.99,8.06,7365.49,1095400.0,3912.0,3
Frankfurt,106.1,4,57,8,1,0,1,9.45,5.09,6330.06,671700.0,2399.0,3
Frankfurt,41.2,1,52,5,1,1,1,7.84,5.43,6824.04,281300.0,1005.0,3
Berlin,41.9,1,78,1,1,0,0,0.5,2.68,4448.5,186600.0,666.0,0
Berlin,87.0,3,22,0,1,1,0,11.03,6.95,6332.2,551200.0,1969.0,0
Cologne,88.7,3,27,0,0,1,0,0.77,5.96,6541.01,580100.0,2072.0,1
Berlin,88.7,3,15,8,1,0,1,2.41,2.86,5832.73,517500.0,1848.0,0
Hamburg,68.6,2,36,3,0,0,0,6.41,4.06,5297.76,363600.0,1298.0,4
Munich,71.9,2,20,4,0,0,1,4.81,6.37,10138.7,728600.0,2602.0,6
Frankfurt,83.2,3,78,2,0,1,0,0.5,9.32,6771.07,563300.0,2012.0,3
Munich,77.1,3,16,3,0,0,0,13.9,9.28,10978.35,847000.0,3025.0,6
Munich,25.0,1,36,11,1,0,1,16.88,3.59,9114.71,227900.0,814.0,6
Cologne,69.3,2,76,7,1,0,1,9.16,7.62,5496.94,380700.0,1360.0,1
Munich,53.7,2,18,3,0,0,0,6.23,7.98,10285.68,552500.0,1973.0,6
Hamburg,79.4,3,29,8,0,0,1,25.9,8.28,6438.11,511100.0,1825.0,4
Frankfurt,149.6,5,44,8,0,1,1,1.02,6.14,8585.76,1284700.0,4588.0,3
Cologne,84.2,3,17,5,0,0,1,10.71,1.09,6313.09,531500.0,1898.0,1
Düsseldorf,67.2,2,77,1,1,1,0,1.1,7.86,6008.44,403500.0,1441.0,2
Cologne,98.0,3,61,11,1,1,1,3.85,1.96,6278.7,615600.0,2199.0,1
Munich,87.1,3,35,9,0,0,1,7.05,2.05,9652.47,840400.0,3001.0,6
Berlin,85.5,3,51,10,1,0,1,10.69,6.45,5037.24,430700.0,1538.0,0
Munich,90.2,3,18,6,1,0,1,0.5,9.85,11633.26,1049000.0,3746.0,6
Hamburg,126.4,4,43,8,0,1,1,2.42,3.18,7516.23,950200.0,3393.0,4
Berlin,46.7,2,6,5,1,0,1,6.18,6.81,6371.77,297700.0,1063.0,0
Frankfurt,86.8,3,43,2,1,1,0,6.09,3.73,7201.74,625400.0,2234.0,3
Hamburg,51.8,2,67,6,0,1,1,8.12,9.09,7611.07,394600.0,1409.0,4
Munich,88.9,3,33,4,0,0,1,2.9,6.34,11880.87,1056100.0,3772.0,6
Cologne,52.0,2,65,0,1,1,0,6.22,2.87,4807.89,250200.0,893.0,1
Berlin,64.6,2,68,2,0,0,0,1.68,3.36,3597.06,232200.0,829.0,0
Berlin,67.6,2,54,4,0,1,1,1.65,4.89,5799.02,392100.0,1401.0,0
Cologne,99.4,3,9,6,1,0,1,6.87,2.1,5639.31,560500.0,2002.0,1
Frankfurt,98.0,3,41,2,1,0,0,9.25,1.71,7301.44,715300.0,2554.0,3
Cologne,43.9,1,40,5,1,0,1,1.03,7.12,6271.33,275000.0,982.0,1
Frankfurt,76.4,3,76,4,1,1,1,1.05,4.66,7294.8,557100.0,1990.0,3
Munich,57.3,2,68,0,1,0,0,6.66,7.54,9801.05,561200.0,2004.0,6
Stuttgart,43.5,1,9,9,0,1,1,2.52,1.99,7503.58,326700.0,1167.0,7
Stuttgart,69.6,2,9,5,0,0,1,3.99,6.49,8135.23,566000.0,2021.0,7
Cologne,67.3,2,59,7,0,0,1,4.1,4.99,5722.92,385100.0,1375.0,1
Munich,135.7,5,50,0,0,0,0,1.57,1.52,10253.85,1391100.0,4968.0,6
Hamburg,85.8,3,20,1,0,0,0,0.5,5.9,7702.27,661000.0,2361.0,4
Munich,40.6,1,7,3,1,0,0,15.35,1.75,9961.86,404000.0,1443.0,6
Berlin,60.9,2,64,11,1,0,1,10.04,8.45,5277.98,321300.0,1148.0,0
Düsseldorf,100.5,3,77,1,0,1,0,9.38,6.69,6294.0,632800.0,2260.0,2
Berlin,127.2,4,29,10,1,0,1,6.33,6.01,5929.58,754300.0,2694.0,0
Leipzig,35.4,1,48,8,1,0,1,9.66,2.2,3759.23,132900.0,475.0,5
Frankfurt,28.0,1,8,9,0,0,1,21.95,3.59,6998.66,196000.0,700.0,3
Berlin,121.8,4,16,7,0,1,1,8.77,5.44,6115.25,744700.0,2660.0,0
Hamburg,84.7,3,68,7,1,0,1,2.46,6.7,8060.2,683000.0,2439.0,4
Düsseldorf,53.3,2,57,3,0,0,0,6.76,2.65,4724.67,251800.0,899.0,2
Cologne,88.4,3,56,4,1,0,1,4.67,1.08,5609.65,495700.0,1770.0,1
Stuttgart,25.0,1,61,3,0,1,0,6.5,4.1,5853.1,146300.0,523.0,7
Hamburg,75.1,3,51,8,1,1,1,5.83,5.35,7247.36,544200.0,1943.0,4
Cologne,83.2,3,60,1,0,0,0,15.66,2.66,3648.21,303500.0,1084.0,1
Stuttgart,98.1,3,39,10,1,0,1,8.44,5.43,6664.58,653800.0,2335.0,7
Munich,49.7,2,37,7,0,1,1,1.67,4.05,10264.96,509700.0,1820.0,6
Frankfurt,77.1,3,42,1,1,1,0,0.52,5.1,7941.38,612600.0,2188.0,3
Munich,51.9,2,62,0,1,1,0,4.42,4.13,9767.63,506600.0,1809.0,6
Leipzig,81.4,3,18,9,1,1,1,0.5,6.66,4039.4,328700.0,1174.0,5
Leipzig,52.6,2,49,2,1,1,0,3.07,1.39,3427.09,180300.0,644.0,5
Berlin,64.8,2,32,8,1,1,1,3.67,2.54,6403.83,415000.0,1482.0,0
Cologne,50.1,2,12,11,1,0,1,3.77,4.89,7736.64,387600.0,1384.0,1
Düsseldorf,91.3,3,77,2,0,0,0,31.04,4.21,1838.37,167800.0,599.0,2
Berlin,96.5,3,61,8,0,0,1,2.9,4.52,4430.09,427300.0,1526.0,0
Hamburg,69.1,2,42,6,1,1,1,2.47,8.23,8486.41,586700.0,2095.0,4
Düsseldorf,76.0,3,48,9,0,1,1,1.11,8.98,6993.43,531200.0,1897.0,2
Berlin,38.8,1,35,0,1,1,0,5.72,3.24,4541.13,176100.0,629.0,0
Cologne,67.5,2,9,9,1,0,1,1.33,8.53,7432.13,501700.0,1792.0,1
Munich,73.7,2,5,4,1,0,1,7.66,5.13,10484.3,773200.0,2761.0,6
Düsseldorf,140.5,5,56,8,0,0,1,1.35,3.46,5174.29,727100.0,2597.0,2
Leipzig,47.2,2,0,11,1,0,1,6.88,9.87,5062.9,239000.0,853.0,5
Leipzig,111.6,4,70,2,0,1,0,14.0,8.42,2683.23,299500.0,1070.0,5
Frankfurt,99.9,3,57,8,1,1,1,0.5,9.95,8027.51,802100.0,2865.0,3
Düsseldorf,82.0,3,20,4,1,0,1,4.35,2.51,5385.29,441700.0,1577.0,2
Stuttgart,119.0,4,79,8,1,0,1,4.95,2.29,5422.33,645100.0,2304.0,7
Munich,84.3,3,55,9,0,1,1,12.53,5.53,10536.77,888300.0,3172.0,6
Stuttgart,84.7,3,19,5,0,0,1,5.05,6.75,7482.62,634000.0,2264.0,7
Berlin,73.7,2,53,8,0,1,1,6.71,2.54,5688.2,419100.0,1497.0,0
Hamburg,105.6,4,24,6,0,0,1,12.53,8.74,6260.37,661000.0,2361.0,4
Munich,102.4,3,27,6,0,0,1,6.56,5.79,9377.63,960400.0,3430.0,6
Berlin,59.4,2,4,7,0,0,1,3.55,4.7,6230.19,369800.0,1321.0,0
Berlin,42.0,1,20,6,1,0,1,0.72,6.42,7159.62,300800.0,1074.0,0
Cologne,69.9,2,17,11,0,0,1,10.47,6.71,6629.68,463600.0,1656.0,1
Munich,55.0,2,46,8,1,0,1,16.39,1.39,7819.44,430100.0,1536.0,6
Cologne,73.4,2,69,10,0,0,1,28.07,10.0,4917.68,361000.0,1289.0,1
Berlin,105.9,4,56,8,0,0,1,20.89,4.28,3617.17,383200.0,1369.0,0
Munich,63.6,2,18,5,0,0,1,12.77,1.55,9578.51,608900.0,2175.0,6
Hamburg,73.9,2,64,6,1,0,1,8.25,8.67,6729.66,497500.0,1777.0,4
Stuttgart,76.5,3,2,1,0,0,0,12.17,9.94,6095.14,466000.0,1664.0,7
Munich,96.2,3,41,8,0,1,1,4.53,8.35,11545.91,1110800.0,3967.0,6
Hamburg,25.0,1,20,11,1,1,1,7.23,8.67,9073.72,226800.0,810.0,4
Düsseldorf,59.8,2,39,0,1,0,0,3.43,6.63,5514.22,329900.0,1178.0,2
Hamburg,80.3,3,66,0,0,0,0,3.16,9.3,6368.09,511200.0,1826.0,4
Munich,105.0,4,24,2,0,0,0,11.31,1.32,9116.96,957300.0,3419.0,6
Berlin,62.7,2,54,11,1,0,1,4.84,7.9,6220.51,390000.0,1393.0,0
Düsseldorf,28.1,1,51,5,1,1,1,1.91,7.04,7342.95,206200.0,737.0,2
Berlin,90.5,3,43,4,1,1,1,1.8,1.45,5155.35,466500.0,1666.0,0
Düsseldorf,59.1,2,55,1,1,1,0,15.68,5.9,6100.57,360600.0,1288.0,2
Hamburg,45.3,2,54,8,0,0,1,9.06,5.64,6434.93,291200.0,1040.0,4
Düsseldorf,59.4,2,69,9,0,0,1,6.32,7.22,4406.36,261700.0,935.0,2
Stuttgart,70.4,2,76,3,0,1,0,4.1,1.7,5119.83,360400.0,1287.0,7
Leipzig,59.9,2,72,3,1,0,0,4.51,8.25,3752.84,224700.0,803.0,5
Munich,25.0,1,65,4,0,0,1,0.5,2.25,9314.08,232900.0,832.0,6
Cologne,97.4,3,18,7,1,1,1,4.85,4.77,6567.9,639900.0,2285.0,1
Frankfurt,106.9,4,6,9,1,1,1,12.7,8.93,7737.8,827000.0,2953.0,3
Frankfurt,91.3,3,62,3,1,1,0,3.93,6.04,6969.84,636300.0,2272.0,3
Hamburg,46.6,2,41,4,1,0,1,3.87,4.42,6749.96,314300.0,1122.0,4
Düsseldorf,70.0,2,41,11,1,0,1,0.5,1.43,5870.57,410700.0,1467.0,2
Leipzig,74.8,2,58,3,1,0,0,4.9,7.05,3818.46,285800.0,1021.0,5
Cologne,90.0,3,19,5,1,1,1,0.5,9.88,7770.15,699100.0,2497.0,1
Frankfurt,91.7,3,72,11,1,0,1,6.76,9.21,8511.45,780600.0,2788.0,3
Frankfurt,56.6,2,16,2,0,1,0,5.65,7.46,8002.33,453300.0,1619.0,3
Cologne,77.0,3,26,7,1,1,1,14.66,1.95,6085.22,468900.0,1675.0,1
Munich,86.4,3,46,5,0,0,1,6.97,3.15,9376.65,810400.0,2894.0,6
Berlin,111.4,4,1,9,1,0,1,3.13,2.68,6518.92,726200.0,2593.0,0
Munich,92.6,3,62,4,0,0,1,5.81,4.2,8717.39,807300.0,2883.0,6
Munich,94.7,3,61,1,0,1,0,9.62,3.12,7889.24,747300.0,2669.0,6
Munich,77.1,3,18,9,0,1,1,0.79,3.2,10922.84,842100.0,3008.0,6
Munich,110.3,4,16,9,0,1,1,7.76,6.55,12068.15,1330700.0,4752.0,6
Berlin,85.2,3,68,6,1,0,1,19.88,3.87,3335.05,284300.0,1015.0,0
Berlin,53.5,2,38,1,1,0,0,2.84,7.09,5393.1,288400.0,1030.0,0
Leipzig,110.1,4,70,0,1,1,0,7.88,9.53,3541.92,389900.0,1393.0,5
Frankfurt,92.4,3,38,6,1,0,1,13.78,6.75,8237.03,761500.0,2720.0,3
Frankfurt,63.9,2,35,4,1,1,1,5.74,7.76,8840.94,565100.0,2018.0,3
Cologne,63.0,2,39,0,0,1,0,10.13,7.76,6358.02,400600.0,1431.0,1
Munich,82.4,3,44,3,0,0,0,2.98,3.98,8271.12,681700.0,2434.0,6
Leipzig,86.6,3,3,11,0,0,1,2.92,1.13,3559.62,308200.0,1101.0,5
Stuttgart,79.9,3,24,3,0,0,0,8.81,1.5,4912.34,392700.0,1402.0,7
Berlin,82.8,3,68,9,0,0,1,9.78,3.54,4890.4,404800.0,1446.0,0
Frankfurt,117.5,4,29,6,0,1,1,22.12,7.21,7285.53,856000.0,3057.0,3
Düsseldorf,101.8,3,75,8,0,1,1,2.04,9.16,7369.36,750100.0,2679.0,2
Leipzig,79.8,3,67,1,1,1,0,5.05,9.63,2879.73,229700.0,820.0,5
Frankfurt,98.5,3,28,11,1,1,1,2.31,1.23,8637.52,851100.0,3040.0,3
Hamburg,49.2,2,72,0,0,0,0,0.67,9.91,7342.11,361100.0,1290.0,4
Berlin,84.9,3,67,1,0,0,0,4.13,3.9,3593.61,305300.0,1090.0,0
Leipzig,120.2,4,50,6,0,1,1,3.75,8.59,4327.57,520300.0,1858.0,5
Munich,69.5,2,23,9,1,0,1,2.52,2.62,9978.13,694000.0,2478.0,6
Leipzig,53.8,2,13,5,0,1,1,2.82,1.57,3962.4,213200.0,761.0,5
Hamburg,58.7,2,68,3,1,1,0,3.58,4.41,6930.51,406800.0,1453.0,4
Hamburg,47.8,2,17,0,1,0,0,35.96,8.73,6263.06,299100.0,1068.0,4
Frankfurt,55.4,2,41,0,1,0,0,12.22,2.99,5494.38,304300.0,1087.0,3
Munich,65.7,2,56,4,1,0,1,0.59,2.39,9368.47,615900.0,2199.0,6
Berlin,39.9,1,11,0,1,1,0,16.47,9.19,5332.39,212600.0,759.0,0
Munich,75.4,3,16,11,1,0,1,8.03,9.45,12015.98,905900.0,3235.0,6
Berlin,97.6,3,29,6,1,1,1,17.7,1.11,3600.86,351300.0,1255.0,0
Cologne,52.3,2,74,10,1,0,1,3.34,7.55,6069.06,317400.0,1134.0,1
Munich,113.0,4,22,0,0,1,0,5.0,3.78,9261.71,1046400.0,3737.0,6
Berlin,87.8,3,0,0,0,0,0,18.12,4.37,4564.56,400600.0,1431.0,0
Leipzig,100.8,3,78,1,1,0,0,2.55,5.22,3463.82,349000.0,1247.0,5
Düsseldorf,58.6,2,31,10,1,1,1,19.77,4.84,5601.19,328000.0,1171.0,2
Düsseldorf,96.4,3,8,11,0,1,1,14.11,5.63,6892.35,664200.0,2372.0,2
Leipzig,47.7,2,14,9,1,0,1,31.52,6.24,2107.72,100500.0,359.0,5
Berlin,97.3,3,27,2,1,1,0,3.14,5.19,6021.96,585700.0,2092.0,0
Frankfurt,79.3,3,23,10,0,1,1,2.15,7.31,7903.72,626700.0,2238.0,3
Cologne,88.8,3,59,0,0,0,0,3.21,7.47,5713.63,507500.0,1813.0,1
Cologne,45.6,2,34,8,1,0,1,24.75,4.96,4316.37,196900.0,703.0,1
Berlin,52.6,2,26,9,1,1,1,3.24,2.28,6004.24,316000.0,1128.0,0
Stuttgart,89.9,3,75,7,1,0,1,6.66,6.77,6126.3,550900.0,1968.0,7
Munich,51.3,2,19,4,0,0,1,4.14,7.96,9703.28,497700.0,1777.0,6
Munich,86.6,3,64,10,1,1,1,4.04,6.74,10267.49,889000.0,3175.0,6
Hamburg,40.8,1,48,1,1,0,0,1.72,6.29,7170.26,292700.0,1045.0,4
Hamburg,96.2,3,0,4,1,0,1,6.16,3.06,7462.77,718000.0,2564.0,4
Hamburg,44.2,1,9,5,0,1,1,15.15,6.81,8771.91,387600.0,1384.0,4
Berlin,88.8,3,46,0,0,0,0,0.5,4.01,5625.7,499600.0,1784.0,0
Düsseldorf,90.6,3,58,10,0,1,1,17.6,9.28,6069.27,550100.0,1965.0,2
Munich,57.6,2,61,3,0,1,0,8.76,6.88,8932.7,514400.0,1837.0,6
Berlin,89.6,3,17,8,1,0,1,7.67,3.5,5445.91,487700.0,1742.0,0
Düsseldorf,81.5,3,45,1,0,0,0,7.87,5.26,5671.75,462300.0,1651.0,2
Leipzig,61.5,2,31,4,0,0,1,2.81,8.62,4490.56,276300.0,987.0,5
Düsseldorf,49.8,2,26,0,1,0,0,4.29,4.02,6773.82,337200.0,1204.0,2
Stuttgart,25.9,1,17,3,0,1,0,12.85,5.73,6420.66,166500.0,595.0,7
Hamburg,83.7,3,38,3,0,1,0,2.93,7.12,7630.43,639000.0,2282.0,4
Hamburg,35.9,1,48,5,0,0,1,5.08,7.79,8164.52,292900.0,1046.0,4
Berlin,77.4,3,43,9,1,0,1,0.5,2.57,4967.77,384400.0,1373.0,0
Frankfurt,68.4,2,71,8,0,0,1,10.58,6.09,7427.4,508100.0,1815.0,3
Munich,92.0,3,53,2,0,0,0,4.33,9.21,10507.45,966500.0,3452.0,6
Munich,67.4,2,33,8,1,0,1,5.96,9.72,13187.1,889500.0,3035.0,6
Cologne,66.8,2,70,5,1,0,1,0.97,6.91,5454.13,364100.0,1300.0,1
Frankfurt,93.3,3,35,6,1,1,1,38.35,9.85,7213.51,673000.0,2404.0,3
Berlin,83.4,3,17,11,0,0,1,2.88,6.14,6530.38,544500.0,1945.0,0
Munich,82.9,3,37,9,0,0,1,8.06,4.98,9776.66,810500.0,2895.0,6
Cologne,86.7,3,58,1,1,1,0,6.96,5.96,5673.43,492100.0,1757.0,1
Berlin,36.6,1,8,10,1,0,1,12.3,2.04,5482.55,200700.0,717.0,0
Stuttgart,93.9,3,72,9,1,0,1,2.78,4.62,5706.77,536000.0,1914.0,7
Frankfurt,90.3,3,71,5,0,0,1,11.28,5.13,5929.05,535500.0,1912.0,3
Frankfurt,49.6,2,50,5,1,0,1,3.86,8.64,8180.51,405600.0,1449.0,3
Hamburg,68.9,2,34,1,0,0,0,4.24,7.83,6916.97,476600.0,1702.0,4
Stuttgart,74.0,2,4,1,0,1,0,8.94,6.41,7325.75,542200.0,1937.0,7
Munich,71.6,2,13,1,0,0,0,12.27,4.13,9147.45,655300.0,2340.0,6
Cologne,83.3,3,29,9,1,1,1,8.79,2.68,6266.51,522300.0,1865.0,1
Hamburg,110.8,4,3,11,1,0,1,18.41,4.13,7257.13,804000.0,2871.0,4
Munich,102.0,3,38,0,1,0,0,2.69,7.12,10601.24,1081800.0,3864.0,6
Düsseldorf,42.2,1,63,4,1,0,1,18.47,3.37,3533.28,149100.0,532.0,2
Stuttgart,90.6,3,24,7,1,0,1,1.12,4.84,7962.04,721000.0,2575.0,7
Hamburg,108.2,4,27,1,0,0,0,8.62,4.48,5853.39,633500.0,2262.0,4
Stuttgart,84.7,3,75,4,1,0,1,6.35,7.89,6051.06,512300.0,1830.0,7
Düsseldorf,102.3,3,65,11,1,0,1,5.46,8.95,6307.45,645100.0,2304.0,2
Cologne,125.3,4,77,7,1,0,1,2.98,7.29,5773.46,723500.0,2584.0,1
Stuttgart,100.6,3,21,9,1,0,1,5.61,4.07,6906.31,694700.0,2481.0,7
Cologne,81.2,3,30,4,0,0,1,1.41,4.9,6399.52,519900.0,1857.0,1
Cologne,101.1,3,22,1,1,0,0,3.69,2.29,5509.54,557200.0,1990.0,1
Hamburg,78.6,3,47,2,1,1,0,0.83,2.51,6716.81,528100.0,1886.0,4
Cologne,75.6,3,19,5,0,1,1,6.79,2.48,4756.81,359600.0,1284.0,1
Berlin,66.2,2,37,10,1,0,1,0.81,2.18,6243.72,413400.0,1477.0,0
Düsseldorf,114.1,4,54,10,1,0,1,1.4,2.62,6381.59,728000.0,2600.0,2
Düsseldorf,54.5,2,67,4,1,0,1,0.71,2.82,6132.25,334400.0,1194.0,2
Berlin,113.3,4,78,10,1,1,1,3.84,2.01,4826.66,546900.0,1953.0,0
Stuttgart,87.5,3,0,3,1,0,0,14.76,6.76,6900.65,603800.0,2156.0,7
Berlin,40.0,1,6,3,1,1,0,18.99,9.91,5791.03,231700.0,828.0,0
Munich,84.2,3,56,4,0,0,1,0.6,8.91,10077.65,848500.0,3030.0,6
Cologne,25.0,1,11,1,1,0,0,8.05,1.41,5047.47,126200.0,451.0,1
Berlin,90.6,3,4,8,0,0,1,9.23,4.81,6392.37,579400.0,2069.0,0
Stuttgart,97.1,3,49,1,0,0,0,6.1,8.73,6090.85,591600.0,2113.0,7
Stuttgart,60.2,2,41,9,1,1,1,8.8,2.21,6310.0,379800.0,1356.0,7
Frankfurt,78.1,3,11,1,1,0,0,2.13,8.63,8736.3,682200.0,2436.0,3
Berlin,123.9,4,17,9,1,0,1,5.38,6.33,6500.89,805200.0,2876.0,0
Munich,62.4,2,65,8,0,0,1,3.97,9.38,10950.04,682800.0,2439.0,6
Hamburg,48.5,2,73,2,0,1,0,0.75,8.88,6784.19,329200.0,1176.0,4
Leipzig,112.0,4,78,9,0,0,1,7.86,7.09,3041.96,340800.0,1217.0,5
Hamburg,124.1,4,16,6,1,0,1,5.47,6.92,8340.69,1034800.0,3696.0,4
Munich,75.1,3,67,3,0,0,0,2.57,2.92,7809.99,586500.0,2095.0,6
Hamburg,100.3,3,70,5,1,0,1,5.13,2.05,6127.98,614600.0,2195.0,4
Hamburg,108.5,4,61,3,1,1,0,11.94,4.74,7010.64,760900.0,2718.0,4
Cologne,56.4,2,40,9,1,0,1,12.94,2.68,4806.6,271300.0,969.0,1
Berlin,62.9,2,33,6,1,0,1,8.39,1.92,4297.87,270200.0,965.0,0
Cologne,105.8,4,69,0,1,0,0,5.05,3.72,4828.38,510700.0,1824.0,1
Hamburg,117.1,4,44,2,0,1,0,6.86,8.74,7464.93,874300.0,3123.0,4
Leipzig,89.1,3,57,2,0,0,0,3.89,1.15,3056.11,272200.0,972.0,5
Munich,53.0,2,50,0,0,0,0,1.08,3.63,9530.07,505100.0,1804.0,6
Hamburg,124.7,4,33,5,1,1,1,3.9,4.82,7213.07,899300.0,3212.0,4
Düsseldorf,61.7,2,43,10,0,0,1,6.05,5.6,5584.21,344700.0,1231.0,2
Berlin,66.6,2,14,8,1,1,1,7.31,2.63,6597.48,439500.0,1570.0,0
Düsseldorf,83.6,3,77,7,1,0,1,21.97,9.68,5254.89,439100.0,1568.0,2
Cologne,113.9,4,69,10,1,0,1,12.02,6.21,5103.51,581100.0,2075.0,1
Berlin,96.3,3,49,6,1,1,1,1.32,5.7,6345.74,611400.0,2184.0,0
Munich,85.4,3,31,9,1,1,1,1.53,1.08,10804.97,922400.0,3294.0,6
Cologne,86.6,3,66,7,1,0,1,0.85,5.37,6020.77,521300.0,1862.0,1
Berlin,76.1,3,2,5,0,1,1,10.72,8.54,5782.07,439900.0,1571.0,0
Hamburg,89.0,3,73,8,0,0,1,9.8,2.98,6276.1,558300.0,1994.0,4
